1614891040.000000,189998865.000000,-0.000132,-0.000002,0.001593,
1614891040.000000,195003033.000000,-0.000199,0.000084,0.000920,
1614891040.000000,200005054.000000,-0.000221,0.000086,0.001028,
1614891040.000000,205008030.000000,-0.000235,0.000086,0.001144,
1614891040.000000,210012197.000000,-0.000250,0.000086,0.001270,
1614891040.000000,215014935.000000,-0.000263,0.000087,0.001409,
1614891040.000000,220017910.000000,-0.000279,0.000087,0.001555,
1614891040.000000,225021124.000000,-0.000295,0.000088,0.001708,
1614891040.000000,230024099.000000,-0.000313,0.000090,0.001865,
1614891040.000000,235027075.000000,-0.000330,0.000093,0.002032,
1614891040.000000,285058022.000000,-0.000534,0.000120,0.004191,
1614891040.000000,290060997.000000,-0.000554,0.000122,0.004451,
1614891040.000000,295063972.000000,-0.000109,0.000051,0.000947,
1614891040.000000,300066948.000000,-0.000107,0.000046,0.001055,
1614891040.000000,305069923.000000,-0.000104,0.000040,0.001171,
1614891040.000000,310072899.000000,-0.000094,0.000046,0.001335,
1614891040.000000,315076113.000000,-0.000086,0.000046,0.001492,
1614891040.000000,320079088.000000,-0.000071,0.000049,0.001658,
1614891040.000000,325082064.000000,0.000169,0.000026,0.001795,
1614891040.000000,330085039.000000,0.000616,-0.000015,0.001066,
1614891040.000000,380116224.000000,0.005657,-0.000652,0.002465,
1614891040.000000,385118961.000000,0.006471,-0.000710,0.002515,
1614891040.000000,390122175.000000,0.007333,-0.000780,0.002502,
1614891040.000000,395125151.000000,0.008265,-0.000846,0.002443,
1614891040.000000,400128126.000000,0.009267,-0.000909,0.002343,
1614891040.000000,405131340.000000,0.010135,-0.001175,0.002786,
1614891040.000000,410134077.000000,0.011147,-0.001371,0.002983,
1614891040.000000,415138245.000000,0.012189,-0.001604,0.003254,
1614891040.000000,420140982.000000,0.013137,-0.001661,0.003561,
1614891040.000000,425143957.000000,0.014140,-0.001781,0.003938,
1614891040.000000,475175142.000000,0.010088,0.001065,0.001690,
1614891040.000000,480178118.000000,0.010254,0.001279,0.000880,
1614891040.000000,485181093.000000,0.010861,0.001305,0.000591,
1614891040.000000,490184069.000000,0.011466,0.001326,0.000234,
1614891040.000000,495187283.000000,0.012298,0.001446,-0.000055,
1614891040.000000,500190020.000000,0.013080,0.001546,-0.000423,
1614891040.000000,505192995.000000,0.013923,0.001671,-0.000805,
1614891040.000000,510196209.000000,0.014829,0.001821,-0.001214,
1614891040.000000,515199184.000000,0.015285,0.001730,-0.000857,
1614891040.000000,520202160.000000,0.015974,0.001748,-0.000772,
1614891040.000000,570233107.000000,0.010905,-0.001296,0.005841,
1614891040.000000,575236082.000000,0.011100,-0.001378,0.006213,
1614891040.000000,580238819.000000,0.011360,-0.001518,0.006611,
1614891040.000000,585242033.000000,0.011558,-0.001627,0.007058,
1614891040.000000,590245008.000000,0.011895,-0.001682,0.007166,
1614891040.000000,595247984.000000,0.012154,-0.001709,0.007406,
1614891040.000000,600251198.000000,0.012431,-0.001699,0.007594,
1614891040.000000,605255127.000000,0.012795,-0.001790,0.008100,
1614891040.000000,610258102.000000,0.013130,-0.001821,0.008490,
1614891040.000000,615261078.000000,0.013480,-0.001853,0.008932,
1614891040.000000,710319042.000000,0.020821,-0.001988,0.002829,
