1646428219.736397,0.000000,-2.039102,0.022226,0.106062,-0.006639,-0.000511,0.018646,0.999804,
1646428219.741896,0.000000,-2.039104,0.022224,0.106056,-0.006702,-0.000517,0.018635,0.999804,
1646428219.747452,0.000000,-2.039114,0.022251,0.106034,-0.006795,-0.000524,0.018650,0.999803,
1646428219.753015,0.000000,-2.039049,0.022096,0.105758,-0.005253,0.002610,0.018385,0.999814,
1646428219.758569,0.000000,-2.039050,0.022096,0.105764,-0.005235,0.002583,0.018389,0.999814,
1646428219.764127,0.000000,-2.039117,0.022244,0.106050,-0.006744,-0.000583,0.018608,0.999804,
1646428219.769681,0.000000,-2.039055,0.022102,0.105755,-0.005257,0.002441,0.018344,0.999815,
1646428219.775246,0.000000,-2.039102,0.022248,0.106043,-0.006809,-0.000507,0.018656,0.999803,
1646428219.780799,0.000000,-2.039104,0.022251,0.106034,-0.006782,-0.000470,0.018638,0.999803,
1646428219.786346,0.000000,-2.039102,0.022228,0.106058,-0.006691,-0.000477,0.018633,0.999804,
1646428219.836341,0.000000,-2.039057,0.022104,0.105750,-0.005257,0.002483,0.018360,0.999815,
1646428219.841906,0.000000,-2.039050,0.022133,0.105736,-0.005335,0.002448,0.018247,0.999816,
1646428219.847465,0.000000,-2.039048,0.022401,0.106001,-0.007084,-0.001282,0.017878,0.999814,
1646428219.853010,0.000000,-2.038883,0.022504,0.105990,-0.007071,-0.001351,0.017084,0.999828,
1646428219.858578,0.000000,-2.038714,0.022715,0.105944,-0.006935,-0.001409,0.016145,0.999845,
1646428219.864120,0.000000,-2.038367,0.022868,0.105914,-0.006793,-0.001175,0.014877,0.999866,
1646428219.869679,0.000000,-2.037878,0.022977,0.105575,-0.005033,0.002257,0.013695,0.999891,
1646428219.875238,0.000000,-2.037504,0.023116,0.105632,-0.005770,0.003138,0.012872,0.999896,
1646428219.880793,0.000000,-2.037008,0.023330,0.105650,-0.006133,0.003414,0.011420,0.999910,
1646428219.886345,0.000000,-2.036666,0.023904,0.105749,-0.007373,0.004172,0.008862,0.999925,
1646428219.936345,0.000000,-2.031883,0.025937,0.105832,-0.005376,0.002494,-0.003489,0.999976,
1646428219.941905,0.000000,-2.031380,0.026325,0.105693,-0.004829,0.001535,-0.005214,0.999974,
1646428219.947459,0.000000,-2.030835,0.026741,0.105694,-0.004888,0.001473,-0.006940,0.999963,
1646428219.953019,0.000000,-2.030186,0.026981,0.105702,-0.004981,0.001569,-0.008549,0.999950,
1646428219.958567,0.000000,-2.029638,0.027377,0.105717,-0.004866,0.001653,-0.010290,0.999934,
1646428219.964139,0.000000,-2.029119,0.027838,0.105646,-0.004915,0.002024,-0.011477,0.999920,
1646428219.969708,0.000000,-2.028499,0.028183,0.106008,-0.007135,0.000624,-0.012622,0.999895,
1646428219.975255,0.000000,-2.027923,0.028492,0.105990,-0.006235,-0.000292,-0.014898,0.999870,
1646428219.980826,0.000000,-2.027500,0.028773,0.106032,-0.006064,-0.000963,-0.016458,0.999846,
1646428219.986366,0.000000,-2.027119,0.029208,0.105951,-0.006825,-0.003080,-0.018073,0.999809,
1646428220.041898,0.000000,-2.021264,0.031578,0.106012,-0.005335,0.001178,-0.036568,0.999316,
1646428220.047453,0.000000,-2.020811,0.031909,0.105916,-0.005339,0.000296,-0.037948,0.999265,
1646428220.053012,0.000000,-2.020281,0.032170,0.105931,-0.005939,-0.000867,-0.039064,0.999219,
1646428220.058563,0.000000,-2.019662,0.032335,0.106052,-0.004971,-0.000332,-0.041614,0.999121,
1646428220.064123,0.000000,-2.019038,0.032503,0.106031,-0.005391,0.000048,-0.042924,0.999064,
1646428220.069677,0.000000,-2.018545,0.032667,0.106084,-0.005413,0.000181,-0.044474,0.998996,
1646428220.075231,0.000000,-2.017991,0.032846,0.106081,-0.005483,0.000098,-0.046402,0.998908,
1646428220.080786,0.000000,-2.017503,0.033066,0.106066,-0.005934,-0.000546,-0.047608,0.998848,
1646428220.086348,0.000000,-2.016853,0.033572,0.105904,-0.005429,0.000559,-0.047977,0.998834,
1646428220.091866,0.000000,-2.015998,0.034021,0.106017,-0.005041,0.001569,-0.048980,0.998786,
1646428220.141893,0.000000,-2.010948,0.035987,0.106412,-0.005517,0.000188,-0.064594,0.997896,
1646428220.147423,0.000000,-2.010458,0.036213,0.106076,-0.004973,0.001682,-0.065475,0.997840,
1646428220.152977,0.000000,-2.009860,0.036779,0.106135,-0.006419,0.002925,-0.067563,0.997690,
1646428220.158524,0.000000,-2.009123,0.036926,0.106130,-0.005194,0.003075,-0.070052,0.997525,
1646428220.164087,0.000000,-2.008556,0.037238,0.105871,-0.004092,0.000851,-0.071516,0.997431,
1646428220.169642,0.000000,-2.008043,0.037580,0.105788,-0.004648,0.000270,-0.072581,0.997352,
1646428220.175192,0.000000,-2.007190,0.037658,0.105916,-0.003158,0.000509,-0.075130,0.997169,
1646428220.180754,0.000000,-2.006718,0.037906,0.105832,-0.003716,-0.000324,-0.076775,0.997042,
1646428220.186310,0.000000,-2.006235,0.038179,0.105908,-0.004113,-0.000200,-0.078431,0.996911,
1646428220.191861,0.000000,-2.005568,0.038174,0.106270,-0.004548,0.003329,-0.079612,0.996810,
1646428220.236341,0.000000,-2.000990,0.039995,0.105858,-0.003032,0.001263,-0.092556,0.995702,
1646428220.241911,0.000000,-2.000218,0.040012,0.106065,-0.003320,0.003065,-0.093787,0.995582,
1646428220.247456,0.000000,-1.999596,0.040434,0.105953,-0.004380,0.004101,-0.094707,0.995487,
1646428220.253092,0.000000,-1.999039,0.040713,0.106025,-0.002064,0.003646,-0.097484,0.995228,
1646428220.258561,0.000000,-1.998436,0.040897,0.106054,-0.002677,0.003722,-0.099281,0.995049,
1646428220.264126,0.000000,-1.998040,0.041079,0.106017,-0.003475,0.002864,-0.100226,0.994954,
1646428220.269686,0.000000,-1.997465,0.041125,0.106095,-0.002995,0.003811,-0.102097,0.994763,
1646428220.275242,0.000000,-1.996918,0.041198,0.106228,-0.002183,0.004209,-0.103640,0.994604,
1646428220.280807,0.000000,-1.996455,0.041281,0.106144,-0.003837,0.002058,-0.106018,0.994355,
1646428220.286340,0.000000,-1.995811,0.041490,0.106210,-0.004634,0.001065,-0.106384,0.994314,
1646428220.336308,0.000000,-1.990217,0.043106,0.106651,-0.004146,0.000438,-0.121796,0.992546,
1646428220.341855,0.000000,-1.989686,0.043188,0.106645,-0.004067,0.000307,-0.123334,0.992357,
1646428220.347426,0.000000,-1.989266,0.043196,0.106475,-0.004642,-0.000139,-0.125217,0.992119,
1646428220.352982,0.000000,-1.988692,0.043278,0.106551,-0.004240,0.000745,-0.126965,0.991898,
1646428220.358528,0.000000,-1.988036,0.043364,0.106533,-0.004337,0.001516,-0.128373,0.991715,
1646428220.364088,0.000000,-1.987477,0.043527,0.106408,-0.004555,0.000234,-0.130105,0.991490,
1646428220.369643,0.000000,-1.986505,0.043733,0.106379,-0.002988,0.002527,-0.130948,0.991382,
1646428220.375202,0.000000,-1.986148,0.043978,0.106144,-0.002514,0.002747,-0.133370,0.991059,
1646428220.380760,0.000000,-1.985325,0.044337,0.106242,-0.003755,0.001197,-0.133879,0.990990,
1646428220.386301,0.000000,-1.984524,0.044269,0.106453,-0.003890,0.003778,-0.135411,0.990775,
1646428220.436340,0.000000,-1.979411,0.045394,0.106486,-0.003032,0.001207,-0.150180,0.988653,
1646428220.441901,0.000000,-1.978676,0.045443,0.106591,-0.004413,0.003103,-0.150745,0.988558,
1646428220.447449,0.000000,-1.978056,0.045650,0.106670,-0.005010,0.002088,-0.152641,0.988267,
1646428220.453008,0.000000,-1.977187,0.045755,0.106538,-0.004266,0.001985,-0.154062,0.988050,
1646428220.458586,0.000000,-1.976545,0.045851,0.106514,-0.004504,0.001413,-0.155885,0.987764,
1646428220.464116,0.000000,-1.976256,0.046064,0.106395,-0.003308,0.002717,-0.159047,0.987262,
1646428220.469677,0.000000,-1.975586,0.046107,0.106532,-0.002550,0.003152,-0.161285,0.986900,
1646428220.475227,0.000000,-1.975145,0.046261,0.106585,-0.002374,0.003080,-0.162619,0.986681,
1646428220.480780,0.000000,-1.974489,0.046436,0.106625,-0.003832,0.001203,-0.162591,0.986685,
1646428220.486340,0.000000,-1.973867,0.046419,0.106700,-0.003414,0.001687,-0.164427,0.986382,
1646428220.536404,0.000000,-1.968334,0.047338,0.106757,-0.003897,0.002312,-0.179776,0.983697,
1646428220.541901,0.000000,-1.967830,0.047446,0.106779,-0.004183,0.001882,-0.180896,0.983492,
1646428220.547445,0.000000,-1.967227,0.047452,0.106519,-0.002949,0.001927,-0.181236,0.983433,
1646428220.552999,0.000000,-1.966544,0.047352,0.106678,-0.002058,0.002462,-0.183550,0.983005,
1646428220.558569,0.000000,-1.966039,0.047377,0.106686,-0.002042,0.002267,-0.184967,0.982740,
1646428220.564117,0.000000,-1.965667,0.047494,0.106849,-0.003909,0.000916,-0.186368,0.982472,
1646428220.569694,0.000000,-1.964932,0.047423,0.106931,-0.003655,0.002314,-0.187740,0.982209,
1646428220.575235,0.000000,-1.964265,0.047539,0.106911,-0.005150,0.001040,-0.189541,0.981859,
1646428220.580777,0.000000,-1.963723,0.047735,0.106895,-0.005839,0.000939,-0.190845,0.981602,
1646428220.586369,0.000000,-1.963057,0.047771,0.106930,-0.004917,0.001812,-0.192754,0.981233,
1646428220.636335,0.000000,-1.957635,0.047969,0.106869,-0.002963,0.001854,-0.208162,0.978088,
1646428220.641895,0.000000,-1.957075,0.048009,0.106881,-0.002986,0.001910,-0.209495,0.977803,
1646428220.647454,0.000000,-1.956389,0.048032,0.106892,-0.003441,0.002494,-0.211280,0.977417,
1646428220.653028,0.000000,-1.955845,0.048160,0.106802,-0.004219,0.001900,-0.212483,0.977154,
1646428220.658561,0.000000,-1.955161,0.048328,0.106769,-0.003555,0.001717,-0.214460,0.976725,
1646428220.664112,0.000000,-1.954359,0.048280,0.106822,-0.002223,0.003097,-0.217147,0.976131,
1646428220.669663,0.000000,-1.953917,0.048639,0.106587,-0.003868,0.001500,-0.217999,0.975940,
1646428220.675230,0.000000,-1.953208,0.048460,0.106819,-0.002309,0.002738,-0.219950,0.975505,
1646428220.680912,0.000000,-1.952756,0.048673,0.106718,-0.003479,0.001420,-0.220820,0.975307,
1646428220.686352,0.000000,-1.952098,0.048675,0.106828,-0.003396,0.001082,-0.222499,0.974927,
1646428220.736334,0.000000,-1.946584,0.049058,0.106727,-0.001814,0.001611,-0.237068,0.971490,
1646428220.741888,0.000000,-1.945793,0.048971,0.106872,-0.002532,0.001771,-0.238156,0.971222,
1646428220.747439,0.000000,-1.945158,0.049008,0.106948,-0.001500,0.001293,-0.240403,0.970671,
1646428220.753005,0.000000,-1.944697,0.049081,0.106920,-0.002033,0.000549,-0.241560,0.970384,
1646428220.758558,0.000000,-1.944190,0.048958,0.106989,-0.001326,0.000961,-0.243380,0.969930,
1646428220.764109,0.000000,-1.943539,0.048959,0.107095,-0.001192,0.002121,-0.244837,0.969561,
1646428220.769679,0.000000,-1.942988,0.048950,0.107098,-0.001242,0.002568,-0.246496,0.969140,
1646428220.775232,0.000000,-1.942504,0.049078,0.107151,-0.002303,0.001568,-0.246626,0.969107,
1646428220.780770,0.000000,-1.941805,0.048931,0.107290,-0.002216,0.003313,-0.248315,0.968671,
1646428220.786337,0.000000,-1.941100,0.048960,0.107279,-0.002499,0.002663,-0.250194,0.968189,
1646428220.836395,0.000000,-1.935851,0.049141,0.107030,-0.002231,0.000854,-0.265053,0.964231,
1646428220.841942,0.000000,-1.935179,0.048908,0.107251,-0.000623,0.002512,-0.267126,0.963658,
1646428220.847447,0.000000,-1.934672,0.048955,0.107171,-0.002455,0.002958,-0.267557,0.963534,
1646428220.853012,0.000000,-1.934042,0.048997,0.107159,-0.002312,0.002769,-0.268577,0.963251,
1646428220.858562,0.000000,-1.933154,0.048674,0.107352,-0.001238,0.003811,-0.271102,0.962542,
1646428220.864119,0.000000,-1.932568,0.048932,0.107187,-0.001110,0.003093,-0.272610,0.962119,
1646428220.869682,0.000000,-1.931965,0.048941,0.107170,-0.000975,0.003514,-0.274118,0.961689,
