1635435639.310548,0.000000,0.608791,1.986334,0.267849,-0.019630,0.012891,-0.984835,-0.171897,
1635435639.316169,0.000000,0.608776,1.986316,0.267861,-0.019634,0.012941,-0.984836,-0.171886,
1635435639.321651,0.000000,0.608774,1.986328,0.267859,-0.019641,0.012947,-0.984833,-0.171904,
1635435639.327227,0.000000,0.608802,1.986414,0.267791,-0.019331,0.012893,-0.984795,-0.172159,
1635435639.332776,0.000000,0.608773,1.986323,0.267863,-0.019606,0.012964,-0.984832,-0.171909,
1635435639.338315,0.000000,0.608774,1.986332,0.267849,-0.019620,0.012928,-0.984834,-0.171902,
1635435639.343831,0.000000,0.608776,1.986309,0.267867,-0.019668,0.012984,-0.984836,-0.171881,
1635435639.349419,0.000000,0.608781,1.986345,0.267834,-0.019604,0.012915,-0.984828,-0.171939,
1635435639.354973,0.000000,0.608770,1.986321,0.267854,-0.019648,0.012946,-0.984837,-0.171876,
1635435639.360532,0.000000,0.608758,1.986313,0.267872,-0.019658,0.012997,-0.984842,-0.171843,
1635435639.410556,0.000000,0.608761,1.986325,0.267860,-0.019804,0.012916,-0.984864,-0.171711,
1635435639.416084,0.000000,0.608658,1.986355,0.267866,-0.019826,0.012934,-0.984893,-0.171537,
1635435639.421663,0.000000,0.608454,1.986360,0.267909,-0.019904,0.012990,-0.984963,-0.171124,
1635435639.427215,0.000000,0.608153,1.986386,0.267932,-0.020025,0.012910,-0.985057,-0.170574,
1635435639.432769,0.000000,0.607777,1.986987,0.267496,-0.018100,0.012616,-0.984903,-0.171698,
1635435639.438327,0.000000,0.607293,1.987052,0.267485,-0.018103,0.012546,-0.985025,-0.170998,
1635435639.443868,0.000000,0.606671,1.987175,0.267429,-0.018114,0.012388,-0.985189,-0.170063,
1635435639.449490,0.000000,0.605867,1.987306,0.267379,-0.018394,0.012162,-0.985433,-0.168631,
1635435639.454977,0.000000,0.605015,1.987391,0.267433,-0.018570,0.012262,-0.985670,-0.167209,
1635435639.460600,0.000000,0.604111,1.987488,0.267484,-0.018631,0.012325,-0.985913,-0.165764,
1635435639.510534,0.000000,0.595736,1.989047,0.267789,-0.019137,0.012547,-0.987988,-0.152824,
1635435639.516086,0.000000,0.594740,1.989126,0.267860,-0.019046,0.012658,-0.988197,-0.151471,
1635435639.521647,0.000000,0.593796,1.989961,0.267304,-0.017029,0.012142,-0.988184,-0.151840,
1635435639.527199,0.000000,0.592949,1.990248,0.267227,-0.017030,0.011950,-0.988378,-0.150584,
1635435639.532749,0.000000,0.592031,1.990479,0.267165,-0.017428,0.011703,-0.988629,-0.148902,
1635435639.538311,0.000000,0.591002,1.990520,0.267294,-0.017737,0.011947,-0.988883,-0.147147,
1635435639.543867,0.000000,0.590048,1.990528,0.267465,-0.017891,0.012338,-0.989113,-0.145546,
1635435639.549423,0.000000,0.588982,1.990658,0.267419,-0.017468,0.012382,-0.989339,-0.144046,
1635435639.554978,0.000000,0.588093,1.990794,0.267471,-0.017583,0.012437,-0.989531,-0.142709,
1635435639.560530,0.000000,0.587221,1.991121,0.267343,-0.016776,0.012370,-0.989638,-0.142067,
1635435639.610538,0.000000,0.579141,1.992729,0.266952,-0.016326,0.011553,-0.991270,-0.130322,
1635435639.616103,0.000000,0.578097,1.992850,0.266977,-0.016645,0.011456,-0.991520,-0.128376,
1635435639.621650,0.000000,0.577121,1.992909,0.267059,-0.016934,0.011511,-0.991731,-0.126690,
1635435639.627205,0.000000,0.576262,1.992884,0.267226,-0.017037,0.011831,-0.991902,-0.125297,
